iter	RMSE
379	4.240396603
380	4.23901269
381	4.23516959
382	4.232936442
383	4.229119819
384	4.226916784
385	4.223719343
386	4.220652442
387	4.218027481
388	4.216454882
389	4.214619402
390	4.208194226
391	4.207942317
392	4.206698677
393	4.205168283
394	4.201036821
395	4.20041494
396	4.19497074
397	4.192240945
398	4.188721455
399	4.183395279
400	4.179651365
401	4.17813994
402	4.175661254
403	4.170418121
404	4.167782386
405	4.166839385
406	4.163273159
407	4.161892427
408	4.160551854
409	4.156618243
410	4.151200334
411	4.151000742
412	4.149779755
413	4.147372764
414	4.146976292
415	4.144332403
416	4.142481278
417	4.142236604
418	4.139745712
419	4.134811582
420	4.131731875
421	4.126405753
422	4.123034418
423	4.118613476
424	4.118324364
425	4.115316228
426	4.114285941
427	4.110307575
428	4.106981062
429	4.102562625
430	4.098438285
431	4.097870434
432	4.094174419
433	4.09324422
434	4.091470479
435	4.088233896
436	4.08513495
437	4.084294653
438	4.077982405
439	4.074085916
440	4.073879726
441	4.06963456
442	4.06595614
443	4.064291293
444	4.062960939
445	4.059789949
446	4.057191883
447	4.056670512
448	4.05300378
449	4.050576968
450	4.045943866
451	4.045764414
452	4.040722281
453	4.037187088
454	4.032361295
455	4.029029659
456	4.025433195
457	4.021102802
458	4.020594982
459	4.015191404
460	4.012636243
461	4.010066931
462	4.009378505
463	4.00530395
464	4.003764114
465	4.000175119
466	3.996972083
467	3.993652626
468	3.991482826
469	3.985322367
470	3.983436817
471	3.979983943
472	3.978681061
473	3.976215712
474	3.970997518
475	3.968086074
476	3.966743954
477	3.96356787
478	3.960356213
479	3.958220832
480	3.954834264
481	3.954660208
482	3.954446807
483	3.949213865
484	3.948930439
485	3.943306845
486	3.942399401
487	3.938254712
488	3.937540233
489	3.935881228
490	3.932805667
491	3.931453755
492	3.927281735
493	3.925000616
494	3.920408065
495	3.915518106
496	3.912540542
497	3.907834393
498	3.907653894
499	3.90543157
500	3.902693248
501	3.898804929
502	3.894808765
503	3.890420677
504	3.888577281
505	3.886166221
506	3.883532435
507	3.87889582
508	3.877039872
509	3.874202182
510	3.873357057
511	3.869164837
512	3.869012684
513	3.867587741
514	3.865686852
515	3.863325816
516	3.861105726
517	3.860928991
518	3.858074347
519	3.854949011
520	3.852273629
521	3.850482309
522	3.849686302
523	3.848294815
524	3.846108311
525	3.842331871
526	3.840411232
527	3.840254624
528	3.837673309
529	3.832774708
530	3.827998541
531	3.825508384
532	3.825375984
533	3.82271227
534	3.819106254
535	3.815836195
536	3.813776208
537	3.809966301
538	3.807836017
539	3.807050151
540	3.802106504
541	3.801870375
542	3.798105557
543	3.793205329
544	3.792484243
545	3.789360531
546	3.789197731
547	3.788821341
548	3.787287099
549	3.78283881
550	3.782011571
551	3.781288718
552	3.778181713
553	3.776733275
554	3.77475626
555	3.769217916
556	3.767020703
557	3.766599919
558	3.763391723
559	3.76284533
560	3.759713031
561	3.758066631
562	3.755480509
563	3.75346874
564	3.750289655
565	3.748813279
566	3.747164643
567	3.742676516
568	3.742474238
569	3.738704246
570	3.736570914
571	3.734367958
572	3.731818438
573	3.727285417
574	3.726747112
575	3.724515671
576	3.723173724
577	3.720975178
578	3.718969822
579	3.715863584
580	3.713957576
581	3.712476924
582	3.711452353
583	3.708712462
584	3.708282333
585	3.705542365
586	3.70354538
587	3.701440745
588	3.699565324
589	3.69769901
590	3.693986991
591	3.692941202
592	3.691198027
593	3.690476257
594	3.687460098
595	3.682138821
596	3.679336917
597	3.679277931
598	3.676203408
599	3.672875698
600	3.669573622
601	3.66485972
602	3.664712053
603	3.660946349
604	3.658291422
605	3.658073244
606	3.657911681
607	3.656457439
608	3.651300261
609	3.649675099
610	3.648370596
611	3.645847211
612	3.643492764
613	3.64100093
614	3.636816221
615	3.636398512
616	3.636283404
617	3.636127421
618	3.634362478
619	3.634159761
620	3.6296884
621	3.627641401
622	3.62411467
623	3.623985941
624	3.620016108
625	3.617379979
626	3.61519471
627	3.610855902
628	3.60712068
629	3.603096677
630	3.601325589
631	3.599723606
632	3.597739208
633	3.597570403
634	3.595307678
635	3.593430156
636	3.592577717
637	3.590712985
638	3.587210986
639	3.585434218
640	3.581415236
641	3.578995839
642	3.578823251
643	3.577077063
644	3.573899367
645	3.571909913
646	3.5716121
647	3.571257604
648	3.567868829
649	3.565919329
650	3.563723182
651	3.56122971
652	3.559025397
653	3.558929152
654	3.555960448
655	3.555540058
656	3.551969595
657	3.550663679
658	3.548070901
659	3.545514268
660	3.543554862
661	3.540612058
662	3.538792554
663	3.536668497
664	3.53414775
665	3.532218146
666	3.531324862
667	3.529690403
668	3.528873198
669	3.527793332
670	3.526324479
671	3.525909864
672	3.524625936
673	3.523008354
674	3.522832383
675	3.521277831
676	3.518955413
677	3.517952859
678	3.515459577
679	3.514234592
680	3.514147805
681	3.513046745
682	3.510041353
683	3.506094298
684	3.503186441
685	3.501004588
686	3.499425341
687	3.495615932
688	3.494243024
689	3.493808958
690	3.491566762
691	3.489911784
692	3.487209228
693	3.486025936
694	3.484418318
695	3.484229042
696	3.483239326
697	3.48234535
698	3.478567675
699	3.476699218
700	3.47152421
701	3.469427782
702	3.465834249
703	3.465340284
704	3.461840958
705	3.45826062
706	3.457257364
707	3.456231198
708	3.454428408
709	3.453205513
710	3.451247141
711	3.451160239
712	3.448594249
713	3.447181497
714	3.446166796
715	3.443490767
716	3.442045225
717	3.437859448
718	3.436327335
719	3.435349032
720	3.431724797
721	3.430068222
722	3.42863227
723	3.427746608
724	3.423879817
725	3.422742974
726	3.420581171
727	3.419433131
728	3.416904047
729	3.413754671
730	3.411845088
731	3.411716558
732	3.41113578
733	3.407139699
734	3.405026515
735	3.401195083
736	3.400213229
737	3.399445437
738	3.396384598
739	3.39578269
740	3.391932757
741	3.389279713
742	3.385940764
743	3.383422547
744	3.383276422
745	3.381349992
746	3.378198438
747	3.373954503
748	3.372727211
749	3.370552715
750	3.370340345
751	3.369641321
752	3.365594602
753	3.362263104
754	3.362135745
755	3.358962953
756	3.356482489
757	3.355848288
758	3.352952877
759	3.352377699
760	3.350747305
761	3.35002784
762	3.349950045
763	3.349797941
764	3.349742833
765	3.349432228
766	3.347480053
767	3.344494837
768	3.342336818
769	3.342023621
770	3.338442807
771	3.334883008
772	3.333542788
773	3.332210638
774	3.331276436
775	3.327566426
776	3.326672689
777	3.325176371
778	3.322111804
779	3.321861598
780	3.321349342
781	3.319499018
782	3.319113908
783	3.315667803
784	3.315347239
785	3.312391193
786	3.311573533
787	3.310262066
788	3.3099929
789	3.309619287
790	3.308012978
791	3.306252887
792	3.303367547
793	3.298679407
794	3.296546015
795	3.295341167
796	3.292137954
797	3.291271591
798	3.289574818
799	3.28948245
800	3.286829641
801	3.285003306
802	3.281418522
803	3.279882888
804	3.277176596
805	3.275433225
806	3.273885627
807	3.273305447
808	3.269903694
809	3.267153452
810	3.266108242
811	3.265438046
812	3.263064219
813	3.260681762
814	3.259082349
815	3.255066204
816	3.250965621
817	3.247638638
818	3.244773976
819	3.24256566
820	3.240799078
821	3.238694526
822	3.23829299
823	3.236288473
824	3.233913594
825	3.232625137
826	3.229306783
827	3.227359801
828	3.225342075
829	3.224064168
830	3.221597948
831	3.218091141
832	3.217245033
833	3.215435903
834	3.21161243
835	3.210049078
836	3.209608927
837	3.209127254
838	3.207850181
839	3.206551525
840	3.202830149
841	3.199880929
842	3.195763869
843	3.194765876
844	3.192643505
845	3.18947516
846	3.188759681
847	3.187279422
848	3.183653856
849	3.18340356
850	3.179623351
851	3.178818675
852	3.178377266
853	3.175489131
854	3.17464679
855	3.172902191
856	3.170416903
857	3.168492254
858	3.167886622
859	3.165952256
860	3.16440835
861	3.163514219
862	3.160705749
863	3.15981755
864	3.158727932
865	3.154986583
866	3.152806554
867	3.151399121
868	3.151066964
869	3.148957285
870	3.148734203
871	3.146096033
872	3.145432547
873	3.144172913
874	3.141326112
875	3.139852044
876	3.138978714
877	3.136896876
878	3.13686015
879	3.135663084
880	3.134250126
881	3.132204732
882	3.131564857
883	3.129310059
884	3.128408234
885	3.127931308
886	3.12708683
887	3.124998891
888	3.123333014
889	3.121950971
890	3.120498505
891	3.119277526
892	3.11692457
893	3.114339811
894	3.111306389
895	3.107819138
896	3.106063913
897	3.105324256
898	3.101867002
899	3.10143795
900	3.098658899
901	3.097603261
902	3.09725475
903	3.096828487
904	3.094848251
905	3.0913381
906	3.087964756
907	3.087729293
908	3.087038507
909	3.085457681
910	3.084626222
911	3.082191815
912	3.079230884
913	3.077741384
914	3.075515735
915	3.074288574
916	3.073187066
917	3.069725909
918	3.068615386
919	3.065667968
920	3.065169853
921	3.063122189
922	3.062333976
923	3.061100922
924	3.060084178
925	3.058152015
926	3.055847592
927	3.053167315
928	3.05140685
929	3.050160411
930	3.047541306
931	3.0468144
932	3.045241774
933	3.045084408
934	3.044824973
935	3.043579221
936	3.04276619
937	3.041755295
938	3.041253258
939	3.039326508
940	3.038670536
941	3.037455489
942	3.035707396
943	3.033536336
944	3.0331597
945	3.031682056
946	3.031446016
947	3.028311326
948	3.027142034
949	3.025715077
950	3.024952627
951	3.02484285
952	3.023612324
953	3.023566891
954	3.020824387
955	3.02006419
956	3.018852176
957	3.017673992
958	3.015899558
959	3.013893651
960	3.011852289
961	3.010140589
962	3.008885045
963	3.006782739
964	3.004435091
965	3.004328418
966	3.002933972
967	2.999758197
968	2.997237081
969	2.996983409
970	2.992765866
971	2.989794651
972	2.987916893
973	2.987374872
974	2.987345423
975	2.984837747
976	2.981482694
977	2.979328249
978	2.978109237
979	2.977619266
980	2.976042418
981	2.975935932
982	2.974132531
983	2.973276048
984	2.970383897
985	2.968494785
986	2.967260894
987	2.965984377
988	2.964192315
989	2.961415885
990	2.95924016
991	2.957893299
992	2.954559866
993	2.951811078
994	2.949763003
995	2.948758638
996	2.945289965
997	2.943262284
998	2.942701427
999	2.942355594
